"Category","Minifilter","Altitude","Company"
"FSFilter Content Screener","psmmfilter.sys","260700","PolyServe"
"FSFilter Content Screener","pctefa.sys","260650","PC Tools Pty. Ltd."
"FSFilter Content Screener","pctefa64.sys","260650","PC Tools Pty. Ltd."
"FSFilter Content Screener","SymEFASI64.sys","260620","NortonLifeLock Inc."
"FSFilter Content Screener","SymEFASI.sys","260620","NortonLifeLock Inc."
"FSFilter Content Screener","symefasi.sys","260610","Symantec Corporation"
"FSFilter Content Screener","symefa.sys","260600","Symantec"
"FSFilter Content Screener","symefa64.sys","260600","Symantec"
"FSFilter Content Screener","apdFSF.sys","260550","Cyberbit Ltd"
"FSFilter Content Screener","aictracedrv_cs.sys","260500","AI Consulting"
"FSFilter Content Screener","nffilemon.sys","260450.5","Nightfall AI"
"FSFilter Content Screener","DWFIxxxx.sys","260410","SciencePark Corporation"
"FSFilter Content Screener","DWFIxxxx.sys","260400","SciencePark Corporation"
"FSFilter Content Screener","ElasticEndpoint.sys","260350.5","Elastic"
"FSFilter Content Screener","dlpflt.sys","260340","Digital Endpoint"
"FSFilter Content Screener","DSDriver.sys","260330","ManageEngine Zoho Corp"
"FSFilter Content Screener","mcfltlab.sys","260320","Beijing MicroColor"
"FSFilter Content Screener","FDriver.sys","260310","Fox-IT"
"FSFilter Content Screener","iqpk.sys","260300","Secure Islands Technologies LTD"
"FSFilter Content Screener","ZTkrnlOpRg.sys","260264","Trustsoft"
"FSFilter Content Screener","ZTkrnlNt.sys","260262","Trustsoft"
"FSFilter Content Screener","ZTkrnl.sys","260260","Trustsoft"
"FSFilter Content Screener","VHDFlt.sys","260240","Dell"
"FSFilter Content Screener","VHDFlt.sys","260230","Dell"
"FSFilter Content Screener","VHDFlt.sys","260220","Dell"
"FSFilter Content Screener","VHDFlt.sys","260210","Dell"
"FSFilter Quota Management","dfx-qfs-fltr.sys","245100","Superna"
"FSFilter Quota Management","ntps_qfs.sys","245100","DefendX Software"
"FSFilter Quota Management","PSSFsFilter.sys","245000","PSS Systems"
"FSFilter Quota Management","Sptqmg.sys","245300","Safend"
"FSFilter Quota Management","storqosflt.sys","244000","Microsoft"
"FSFilter System Recovery","file_protector.sys","227000","Acronis"
"FSFilter System Recovery","fbwf.sys","226000","Microsoft"
"FSFilter System Recovery","Ranger.sys","221800.5","ByteJams B.V."
"FSFilter System Recovery","BoldendDrvr.sys","221700.5","Boldend, Inc."
"FSFilter System Recovery","hmpalert.sys","221600","SurfRight"
"FSFilter System Recovery","Klsysrec.sys","221500","Kaspersky Lab"
"FSFilter System Recovery","SFDRV.SYS","221400","Utixo LLC"
"FSFilter System Recovery","sp_prot.sys","221300","Xacti Corporation"
"FSFilter System Recovery","nsfilep.sys","221200","Netsupport Limited"
"FSFilter System Recovery","syscow.sys","221100","System OK AB"
"FSFilter System Recovery","fsredir.sys","221000","Microsoft"
"FSFilter Cluster File System","CVCBT.sys","203400","CommVault Systems, Inc."
"FSFilter Cluster File System","ResumeKeyFilter.sys","202000","Microsoft"
"FSFilter Cluster File System","VeeamFCT.sys","201900","Veeam Software"
"FSFilter Cluster File System","ShadowVirtualStorage.sys","201800","Blade SAS"
"FSFilter HSM","wcifs.sys","189900","Microsoft"
"FSFilter HSM","prjflt.sys","189800","Microsoft"
"FSFilter HSM","p4vfsflt.sys","189700.5","Microsoft"
"FSFilter HSM","gameflt.sys","189750","Microsoft"
"FSFilter HSM","nvmsqrd.sys","188900","NVIDIA Corporation"
"FSFilter HSM","Ghost_file.sys","188800","Acronis"
"FSFilter HSM","PeerTier.sys","187900.5","Peer Software Inc."
"FSFilter HSM","RsFlt.sys","187000","Redstor Limited"
"FSFilter HSM","CloudTier.sys","186900.5","EaseFilter Technologies"
"FSFilter HSM","mnefs.sys","186800","Nippon Techno Lab"
"FSFilter HSM","Svfsf.sys","186700","Spharsoft Technologies"
"FSFilter HSM","uVaultFlt.sys","186650","DOR"
"FSFilter HSM","syncmf.sys","186620","Oxygen Cloud"
"FSFilter HSM","gwmemory.sys","186600","Macrotec LLC"
"FSFilter HSM","cteraflt.sys","186550","CTERA Networks Ltd."
"FSFilter HSM","dbx.sys","186500","Dropbox Inc."
"FSFilter HSM","iMDrvFlt.sys","186450","iManage LLC"
"FSFilter HSM","quaddrasi.sys","186400","Quaddra Software"
"FSFilter HSM","gdrive.sys","186300","Google"
"FSFilter HSM","CoreSyncFilter.sys","186250","Adobe Systems Inc."
"FSFilter HSM","EaseTag.sys","186200","EaseVault Technologies Inc."
"FSFilter HSM","HSFilter.sys","186150","HubStor Inc."
"FSFilter HSM","hcminifilter.sys","186100","Happy Cloud Inc."
"FSFilter HSM","PDFsFilter.sys","186000","Raxco Software Inc."
"FSFilter HSM","camino.sys","185900","CaminoSoft Corp"
"FSFilter HSM","C2C_AF1R.SYS","185810","C2C Systems"
"FSFilter HSM","DFdriver.sys","185800","DataFirst Corporation"
"FSFilter HSM","amfadrv.sys","185700","Quest Software Inc."
"FSFilter HSM","HSMdriver.sys","185600","Wim Vervoorn"
"FSFilter HSM","kdfilter.sys","185555","Komprise Inc."
"FSFilter HSM","htdafd.sys","185500","Bridgehead Soft"
"FSFilter HSM","odphflt.sys","180455","Microsoft"
"FSFilter HSM","cldflt.sys","180451","Microsoft"
"FSFilter HSM","SymHsm.sys","185400","Symantec"
"FSFilter HSM","evmf.sys","185100","Symantec"
"FSFilter HSM","otfilter.sys","185000","Overtone Soft"
"FSFilter HSM","ithsmdrv.sys","184900","IBM"
"FSFilter HSM","MfaFilter.sys","184800","Waterford Technologies"
"FSFilter HSM","SonyHsmMinifilter.sys","184700","Sony Corporation"
"FSFilter HSM","acahsm.sys","184600","Autonomy Corporation"
"FSFilter HSM","zlhsm.sys","184500","ZL Technologies"
"FSFilter HSM","CFileProtect.sys","184100","Zhejiang Security Tech"
"FSFilter HSM","stc_restore_filter.sys","184000","StorageCraft Technology"
"FSFilter HSM","dvfilter.sys","183003","Microsoft"
"FSFilter HSM","Accesstracker.sys","183002","Microsoft"
"FSFilter HSM","Changetracker.sys","183001","Microsoft"
"FSFilter HSM","Fstier.sys","183000","Microsoft"
"FSFilter HSM","hsmcdpflt.sys","182700","Metalogix"
"FSFilter HSM","archivmgr.sys","182690","Metalogix"
"FSFilter HSM","ntps_oddm.sys","182600","Superna"
"FSFilter HSM","XDFileSys.sys","182500","XenData Limited"
"FSFilter HSM","upmjit.sys","182400","Citrix Systems"
"FSFilter HSM","AtmosFS.sys","182310","EMC Corporation"
"FSFilter HSM","DxSpy.sys","182300","EMC Software Inc."
"FSFilter HSM","car_hsmflt.sys","182200","Caringo, Inc."
"FSFilter HSM","BRDriver.sys","182100","BitRaider"
"FSFilter HSM","BRDriver64.sys","182100","BitRaider"
"FSFilter HSM","autnhsm.sys","182000","Autonomy Corporation"
"FSFilter HSM","cthsmflt.sys","181970","ComTrade"
"FSFilter HSM","NxMini.sys","181900","NEXSAN"
"FSFilter HSM","neuflt.sys","181818","NeuShield"
"FSFilter HSM","npfdaflt.sys","181800","Mimosa Systems Inc"
"FSFilter HSM","AppStream.sys","181700","AppStream, Inc."
"FSFilter HSM","HPEDpHsmX64.sys","181620","Hewlett-Packard, Co."
"FSFilter HSM","HPArcHsmX64.sys","181610","Hewlett-Packard, Co."
"FSFilter HSM","hphsmflt.sys","181600","Hewlett-Packard, Co."
"FSFilter HSM","cparchsm.sys","181610","Micro Focus"
"FSFilter HSM","RepHsm.sys","181500","Double-Take Software, Inc."
"FSFilter HSM","RepSIS.sys","181490","Double-Take Software"
"FSFilter HSM","SquashCompressionFsFilter.sys","181410","Squash Compression"
"FSFilter HSM","GXHSM.sys","181400","Commvault Systems, Inc"
"FSFilter HSM","EdsiHsm.sys","181300","Enterprise Data Solutions, Inc."
"FSFilter HSM","BkfMap.sys","181200","Data Storage Group"
"FSFilter HSM","hsmfilter.sys","181100","GRAU Data Storage AG"
"FSFilter HSM","mwilcflt.sys","181020","Moonwalk Universal P/L"
"FSFilter HSM","mwildflt.sys","181015","Moonwalk Universal P/L"
"FSFilter HSM","mwilsflt.sys","181010","Moonwalk Universal P/L"
"FSFilter HSM","mwidmflt.sys","181000","Moonwalk Universal P/L"
"FSFilter HSM","HcpAwfs.sys","181960","Hitachi Data Systems"
"FSFilter HSM","sdrefltr.sys","180950","Hitachi Data Systems"
"FSFilter HSM","fltasm.sys","180900","Global 360"
"FSFilter HSM","cnet_hsm.sys","180850","Carroll-Net Inc."
"FSFilter HSM","pntvolflt.sys","180800","PoINT Software&Systems"
"FSFilter HSM","appxstrm.sys","180710","Microsoft"
"FSFilter HSM","wimmount.sys","180700","Microsoft"
"FSFilter HSM","hsmflt.sys","180600","Microsoft"
"FSFilter HSM","dfsrflt.sys","180500","Microsoft"
"FSFilter HSM","StorageSyncGuard.sys","180465","Microsoft"
"FSFilter HSM","StorageSync.sys","180460","Microsoft"
"FSFilter HSM","dedup.sys","180450","Microsoft"
"FSFilter HSM","dfmflt.sys","180410","Microsoft"
"FSFilter HSM","sis.sys","180400","Microsoft"
"FSFilter HSM","rbt_wfd.sys","180300","Riverbed Technology,Inc"
".ZIP)","System.Object[]","172100","Pismo Technic Inc"
".ZIP)","virtual_file.sys","172000","Acronis"
".ZIP)","wimFltr.sys","170500","Microsoft"
"FSFilter Compression","CmgFFC.sys","166000","Credant Technologies"
"FSFilter Compression","compress.sys","165000","Microsoft"
"FSFilter Compression","cmpflt.sys","162000","Microsoft"
"FSFilter Compression","IridiumIO.sys","161700","Confio"
"FSFilter Compression","zzenc.sys","161650.5","Imdtech LLC"
"FSFilter Compression","logcompressor.sys","161600","VelociSQL Inc."
"FSFilter Compression","GcfFilter.sys","161500","GemacmbH"
"FSFilter Compression","ssddoubler.sys","161400","Sinan Karaca"
"FSFilter Compression","Sptcmp.sys","161300","Safend"
"FSFilter Compression","wimfsf.sys","161000","Microsoft"
"FSFilter Compression","GEFCMP.sys","160100","Symantec"
"FSFilter Encryption","SCEfd.sys","149500.5","SOFTCAMP Co.LTD"
"FSFilter Encryption","AAFS.sys","149110","ViGero"
"FSFilter Encryption","FJSeparettiFilterRamMon.sys","149100","FUJITSU LIMITED"
"FSFilter Encryption","VSCCryptor.sys","149065.5","Guangzhou Junkai Electronic Technology Co"
"FSFilter Encryption","trsxefs.sys","149060","TransientX Inc."
"FSFilter Encryption","psatfilter.sys","149050","ProYuga"
"FSFilter Encryption","RdFilter.sys","149040","CyberEye Research Labs"
"FSFilter Encryption","gisfile_decryption.sys","149030","Communication U China"
"FSFilter Encryption","TIFSFilter.sys","149020","SG Corporation"
"FSFilter Encryption","OsrDt2.sys","149010","Information Security Corp"
"FSFilter Encryption","EasyKryptMF.sys","149000","SoftKrypt LLC"
"FSFilter Encryption","padlock.sys","148910","IntSoft Inc."
"FSFilter Encryption","ffecore.sys","148900","Winmagic"
"FSFilter Encryption","bkfs.sys","148880","Hangzhou JoyBlock Ltd"
"FSFilter Encryption","fangcloud.sys","148860","Hangzhou Yifangyun"
"FSFilter Encryption","FileGuard.sys","148820.5","EaseFilter Technologies"
"FSFilter Encryption","klvfs.sys","148810","Kaspersky Lab"
"FSFilter Encryption","Klfle.sys","148800","Kaspersky Lab"
"FSFilter Encryption","ISFP.sys","148701","ALPS SYSTEM INTEGRATIO"
"FSFilter Encryption","ISIRM.sys","148700","ALPS SYSTEM INTERGRATION CO., LTD"
"FSFilter Encryption","fhfs.sys","148670.5","SecureCircle"
"FSFilter Encryption","ASUSSecDrive.sys","148650","ASUS"
"FSFilter Encryption","ABFilterDriver.sys","148640","AlertBoot"
"FSFilter Encryption","QDocumentFSF.sys","148630","BicDroid Inc."
"FSFilter Encryption","bfusbenc.sys","148620","bitFence Inc."
"FSFilter Encryption","sztgbfsf.sys","148610","SaferZone Co."
"FSFilter Encryption","mwIPSDFilter.sys","148600","Egis Technology Inc."
"FSFilter Encryption","csccvdrv.sys","148500","Computer Sciences Corporation"
"FSFilter Encryption","aefs.sys","148400","Angelltech Corporation Xi'an"
"FSFilter Encryption","VTEFsFlt.sys","148374","EsComputer Corp"
"FSFilter Encryption","IWCSEFlt.sys","148300","InfoWatch"
"FSFilter Encryption","GDDmk.sys","148250","G Data Software AG"
"FSFilter Encryption","clcxcore.sys","148210","AFORE Solutions Inc."
"FSFilter Encryption","OrisLPDrv.sys","148200","CGS Publishing Tech"
"FSFilter Encryption","nlemsys.sys","148100","NETLIB"
"FSFilter Encryption","wwhost.sys","148080.5","Shanghai Yanlei Information Technology Co., Ltd. (visTeam Software)"
"FSFilter Encryption","prvflder.sys","148000","Microsoft"
"FSFilter Encryption","ssefs.sys","147900","SecuLution GmbH"
"FSFilter Encryption","SePSed.sys","147800","Humming Heads, Inc."
"FSFilter Encryption","dlmfencx.sys","147700","Data Encryption Ltd"
"FSFilter Encryption","SkyDEnc.sys","147620","Sky Co Ltd"
"FSFilter Encryption","psgcrypt.sys","147610","Yokogawa R&L Corp"
"FSFilter Encryption","bbfsflt.sys","147600","Bloombase"
"FSFilter Encryption","qx10efs.sys","147500","Quixxant"
"FSFilter Encryption","MEfefs.sys","147400","Eruces Inc."
"FSFilter Encryption","medlpflt.sys","147310","Check Point Software Technologies Ltd"
"FSFilter Encryption","dsfa.sys","147308","Check Point Software Technologies Ltd"
"FSFilter Encryption","Snicrpt.sys","147300","Systemneeds, Inc"
"FSFilter Encryption","iCrypt.sys","147200","I-O DATA DEVICE, INC."
"FSFilter Encryption","xdrmflt.sys","147100","bluefinsystems"
"FSFilter Encryption","dyFsFilter.sys","147000","Scrypto Media"
"FSFilter Encryption","thinairwin.sys","146960","Thin Air Inc"
"FSFilter Encryption","UcaDataMgr.sys","146950","AppSense Ltd"
"FSFilter Encryption","zesocc.sys","146900","Novell"
"FSFilter Encryption","CegisDlpFsFilter.sys","146868.5","Cegis Cyber Inc"
"FSFilter Encryption","mfprom.sys","146800","McAfee Inc"
"FSFilter Encryption","MfeEEFF.sys","146790","McAfee Inc."
"FSFilter Encryption","intefs.sys","146700","TianYu Software"
"FSFilter Encryption","ADTDEAgent.sys","146680.5","Shanghai Andang Technology"
"FSFilter Encryption","leofs.sys","146600","Leotech"
"FSFilter Encryption","autocryptater.sys","146500","Richard Hagen"
"FSFilter Encryption","WavxDMgr.sys","146400","Scott Cochrane"
"FSFilter Encryption","eedmkxp32.sys","146300","Entrust"
"FSFilter Encryption","SbCe.sys","146200","SafeBoot"
"FSFilter Encryption","iSharedFsFilter","146100","Packeteer Inc"
"FSFilter Encryption","AHSentry.sys","146050.5","AutnHive Inc."
"FSFilter Encryption","dlrmenc.sys","146010","DESlock"
"FSFilter Encryption","dlmfenc.sys","146000","DESlock"
"FSFilter Encryption","aksdf.sys","145900","Aladdin Knowledge Systems"
"FSFilter Encryption","DDSFilter.sys","145800","WuHan Forworld Software"
"FSFilter Encryption","SecureShield.sys","145700","HMI"
"FSFilter Encryption","AifaFE.sys","145600","Alfa"
"FSFilter Encryption","HiCrypt.sys","145566","digitronic computersysteme GmbH"
"FSFilter Encryption","GBFsMf.sys","145500","GreenBorder"
"FSFilter Encryption","jmefs.sys","145400","ShangHai Elec"
"FSFilter Encryption","emugufs.sys","145333","Emugu Secure FS"
"FSFilter Encryption","VFDriver.sys","145300","R Systems"
"FSFilter Encryption","IntelDG.sys","145250","Intel Corporation"
"FSFilter Encryption","DPMEncrypt.sys","145240","Randtronics Pty"
"FSFilter Encryption","EVSDecrypt64.sys","145230","Fortium Technologies Ltd"
"FSFilter Encryption","skycryptorencfs.sys","145220","Onecryptor CJSC."
"FSFilter Encryption","AisLeg.sys","145210","Assured Information Security"
"FSFilter Encryption","windtalk.sys","145200","Hyland Software"
"FSFilter Encryption","TeamCryptor.sys","145190","iTwin Pte. Ltd."
"FSFilter Encryption","CVDLP.sys","145180","CommVault Systems, Inc."
"FSFilter Encryption","5nine.encryptor.sys","145170","5nine Software Inc."
"FSFilter Encryption","ctpfile.sys","145160","Beijing Wondersoft Technology Co., Ltd"
"FSFilter Encryption","DPDrv.sys","145150","IBM Japan, Ltd."
"FSFilter Encryption","tsdlp.sys","145140","Forware"
"FSFilter Encryption","KCDriver.sys","145130","Tallegra Ltd"
"FSFilter Encryption","CmgFFE.sys","145120","Credant Technologies"
"FSFilter Encryption","fgcenc.sys","145110","Fortres Grand Corp."
"FSFilter Encryption","sview.sys","145100","Cinea"
"FSFilter Encryption","ntzldrv.sys","145070.5","Appflare LLC"
"FSFilter Encryption","TalkeyFilterDriver.sys","145040","myTALKEY s.r.o."
"FSFilter Encryption","MtUsbFlt19.sys","145020.5","Matisoft Cyber Security"
"FSFilter Encryption","FedsFilterDriver.sys","145010","Physical Optics Corp"
"FSFilter Encryption","stocc.sys","145000","Senforce Technologies"
"FSFilter Encryption","SnEfs.sys","144900","Informzaschita"
"FSFilter Encryption","ewSecureDox","144800","Echoworx Corporation"
"FSFilter Encryption","osrdmk.sys","144700","OSR Open Systems Resources, Inc."
"FSFilter Encryption","uldcr.sys","144600","NCR Financial Solutions"
"FSFilter Encryption","Tkefsxp.sys - 32bit","144500","INCA Internet Co., Ltd"
"FSFilter Encryption","Tkefsxp64.sys - 64bit","144500","INCA Internet Co., Ltd"
"FSFilter Encryption","NmlAccf.sys","144400","NEC System Technologies, Ltd."
"FSFilter Encryption","SolCrypt.sys","144300","Soliton Systems K.K."
"FSFilter Encryption","IngDmk.sys","144200","Ingrian Networks, Inc."
"FSFilter Encryption","llenc.sys","144100","SecureAxis Software"
"FSFilter Encryption","SecureData.sys","144030","SecureAge Technology"
"FSFilter Encryption","lockcube.sys","144020","SecureAge Technology Pte Ltd"
"FSFilter Encryption","sdmedia.sys","144010","SecureAge Technology"
"FSFilter Encryption","mysdrive.sys","144000","SecureAge Technology"
"FSFilter Encryption","FileArmor.sys","143900","Mobile Armor"
"FSFilter Encryption","VSTXEncr.sys","143800","VIA Technologies, Inc."
"FSFilter Encryption","dgdmk.sys","143700","Verdasys Inc."
"FSFilter Encryption","shandy.sys","143600","Safend Ltd."
"FSFilter Encryption","C2knet.sys","143520","Secuware"
"FSFilter Encryption","C2kdef.sys","143510","Secuware"
"FSFilter Encryption","ssfFS.sys","143500","SECUWARE S.L."
"FSFilter Encryption","PISRFE.sys","143400","Jilin University IT Co."
"FSFilter Encryption","bapfecre.sys","143300","BitArmor Systems, Inc"
"FSFilter Encryption","KPSD.sys","143200","cihosoft"
"FSFilter Encryption","Fcfileio.sys","143100","Brainzsquare, Co. Ltd."
"FSFilter Encryption","MonsterDrive.FsFilter.sys","143050.5","itMonster Ltd."
"FSFilter Encryption","cpdrm.sys","143000","Pikewerks"
"FSFilter Encryption","vmsecfiltr.sys","142900.5","Thales CPL(previously Vormetric Inc)"
"FSFilter Encryption","vmfiltr.sys","142900","Vormetric Inc"
"FSFilter Encryption","Sfntpffd.sys","142890","Thales CPL"
"FSFilter Encryption","VFSEnc.sys","142811","Symantec"
"FSFilter Encryption","pgpfs.sys","142810","Symantec"
"FSFilter Encryption","fencry.sys","142800","Symantec"
"FSFilter Encryption","TmFileEncDmk.sys","142700","Trend Micro Inc"
"FSFilter Encryption","cpefs.sys","142600","Crypto-Pro"
"FSFilter Encryption","dekfs.sys","142500","KasherLab co.,ltd"
"FSFilter Encryption","qlockfilter.sys","142400","Binqsoft Inc."
"FSFilter Encryption","RRFilterDriverStack_d3.sys","142300","Rational Retention"
"FSFilter Encryption","cve.sys","142200","Absolute Software Corp."
"FSFilter Encryption","spcflt.sys","142100","FUJITSU BSC Inc."
"FSFilter Encryption","ldsecusb.sys","142000","LANDesk Inc."
"FSFilter Encryption","fencr.sys","141900","SODATSW spol. s.r.o."
"FSFilter Encryption","bw_fshide.sys","141850.7","Wuhan Buwei Software Technology Co.,Ltd"
"FSFilter Encryption","bw_fssec.sys","141850.5","Wuhan Buwei Software Technology Co.,Ltd"
"FSFilter Encryption","RubiFlt.sys","141800","Hitachi, Ltd."
"FSFilter Encryption","Ctxsdt2.sys","141750.5","Citrix, Cloud Software Group, Inc."
"FSFilter Encryption","NCrypt.sys","141700","Nimshi Corp"
"FSFilter Encryption","pske.sys","141661","Penta Security Systems"
"FSFilter Encryption","mfild.sys","141660","Penta Security Systems"
"FSFilter Encryption","cbfsfilter2017.sys","141635","Automaton Inc"
"FSFilter Encryption","cbfsfilter2017.sys","141634","Automaton Inc"
"FSFilter Encryption","cbfsfilter2017.sys","141633","Automaton Inc"
"FSFilter Encryption","cbfsfilter2017.sys","141632","Automaton Inc"
"FSFilter Encryption","cbfsfilter2017.sys","141631","Automaton Inc"
"FSFilter Encryption","cbfsfilter2017.sys","141630","Automaton Inc"
"FSFilter Encryption","TypeSquare.sys","141620","Morisawa inc."
"FSFilter Encryption","xbdocfilter.sys","141610","Zrxb"
"FSFilter Encryption","EVSDecrypt32.sys","141600","Fortium Technologies Ltd"
"FSFilter Encryption","EVSDecrypt64.sys","141600","Fortium Technologies Ltd"
"FSFilter Encryption","EVSDecryptia64.sys","141600","Fortium Technologies Ltd"
"FSFilter Encryption","T-e.sys","141550.5","hdu"
"FSFilter Encryption","SophosDt2.sys","141510","Sophos Plc"
"FSFilter Encryption","afdriver.sys","141500","ATUS Technology LLC"
"FSFilter Encryption","TrivalentFSFltr.sys","141430","Cyber Reliant"
"FSFilter Encryption","CmdMnEfs.sys","141420","Comodo Security"
"FSFilter Encryption","DWENxxxx.sys","141410","SciencePark Corporation"
"FSFilter Encryption","DWENxxxx.sys","141400","SciencePark Corporation"
"FSFilter Encryption","westlight.sys","141350","Westlight AI"
"FSFilter Encryption","hdFileSentryDrv32.sys","141300","Heilig Defense"
"FSFilter Encryption","hdFileSentryDrv64.sys","141300","Heilig Defense"
"FSFilter Encryption","SDSCloudDrv.sys","141255","Stormshield"
"FSFilter Encryption","pnpfs.sys","141250","PNP SECURE INC"
"FSFilter Encryption","SmartCipherFilter.sys","141240","Micro Focus"
"FSFilter Encryption","cplcdt2.sys","141230","conpal GmbH"
"FSFilter Encryption","asCryptoFilter.sys","141220","Applied Security GmbH"
"FSFilter Encryption","NetCryptKR.sys","141210","NetCrypt Pty Ltd"
"FSFilter Encryption","SGFS.sys","141205","Levyco Development,LLC"
"FSFilter Encryption","BHFilter.sys","141200","Beachhead Solutions"
"FSFilter Encryption","Filecrypt.sys","141100","Microsoft"
"FSFilter Encryption","encrypt.sys","141010","Microsoft"
"FSFilter Encryption","swapBuffers.sys","141000","Microsoft"
"FSFilter Virtualization","SkyBLI.sys","139000.5","Sky Co.Ltd."
"FSFilter Virtualization","Klvirt.sys","138100","Kaspersky Lab"
"FSFilter Virtualization","eseadriver3z.sys","138080","ESEA"
"FSFilter Virtualization","thsmmf.sys","138060","Talon Storage Solutions"
"FSFilter Virtualization","VMagic.sys","138050","AI Consulting"
"FSFilter Virtualization","GetSAS.sys","138040","SAS Institute Inc"
"FSFilter Virtualization","rqtNos.sys","138030","ReaQta Ltd."
"FSFilter Virtualization","HIPS64.sys","138020","Recrypt LLC"
"FSFilter Virtualization","frxdrv.sys","138010","FSLogix Inc."
"FSFilter Virtualization","vzdrv.sys","138000","Altiris"
"FSFilter Virtualization","sffsg.sys","137990","Starfish Storage Corp"
"FSFilter Virtualization","AppStream.sys","137920","Symantec Corporation"
"FSFilter Virtualization","Rasm.sys","137915","OpDesk Inc"
"FSFilter Virtualization","boxifier.sys","137910","Kenubi"
"FSFilter Virtualization","xorw.sys","137900","CA (XOsoft)"
"FSFilter Virtualization","ctlua.sys","137800","SurfRight B.V."
"FSFilter Virtualization","fgccow.sys","137700","Fortres Grand Corp."
"FSFilter Virtualization","aswSnx.sys","137600","ALWIL Software"
"FSFilter Virtualization","AppIsoFltr.sys","137500","Kernel Drivers"
"FSFilter Virtualization","ptcvfsd.sys","137400","PTC"
"FSFilter Virtualization","CloudFile.sys","137350.5","EaseFilter Technologies"
"FSFilter Virtualization","BDSandBox.sys","137300","BitDefender SRL"
"FSFilter Virtualization","sxfpss-virt.sys","137200","Skanix AS"
"FSFilter Virtualization","DKRtWrt.sys","137100","Diskeeper Corporation"
"FSFilter Virtualization","ivm.sys","137000","RingCube Technologies"
"FSFilter Virtualization","ivm.sys","136990","Citrix Systems"
"FSFilter Virtualization","dtiof.sys","136900","Instavia Software Inc."
"FSFilter Virtualization","NxTopCP.sys","136800","Virtual Ccomputer Inc."
"FSFilter Virtualization","svdriver.sys","136700","VMware, Inc."
"FSFilter Virtualization","AwsEucAppRedirectionDriver.sys","136680.5","Amazon Web Services Inc"
"FSFilter Virtualization","vdpfilefilter.sys","136660.5","H3C Ltd."
"FSFilter Virtualization","PPnP-LocalBoost2.sys","136650.5","Edgeless Opensource Group"
"FSFilter Virtualization","unifltr.sys","136600","Unidesk"
"FSFilter Virtualization","unidrive.sys (Renamed)","136600","Unidesk"
"FSFilter Virtualization","unirsd.sys","136600","Unidesk"
"FSFilter Virtualization","ive.sys","136500","TrendMicro Inc."
"FSFilter Virtualization","odamf.sys","136450","Sony Corporation"
"FSFilter Virtualization","SrMxfMf.sys","136440","Sony Corporation"
"FSFilter Virtualization","pszmf.sys","136430","Sony Corporation"
"FSFilter Virtualization","sxsudfmf.sys","136410","Sony Corporation"
"FSFilter Virtualization","vfammf.sys","136400","Sony Corporation"
"FSFilter Virtualization","cbfilter22.sys","136300.8","Liquidware Labs"
"FSFilter Virtualization","cbfilter20.sys","136300.5","Liquidware Labs"
"FSFilter Virtualization","lwfsflt.sys","136300","Liquidware Labs"
"FSFilter Virtualization","VHDFlt.sys","136240","Dell"
"FSFilter Virtualization","VHDFlt.sys","136230","Dell"
"FSFilter Virtualization","VHDFlt.sys","136220","Dell"
"FSFilter Virtualization","VHDFlt.sys","136210","Dell"
"FSFilter Virtualization","ncfsfltr.sys","136200","NComputing Inc."
"FSFilter Virtualization","cmdguard.sys","136100","COMODO Security Solutions Inc"
"FSFilter Virtualization","hpfsredir.sys","136000","HP"
"FSFilter Virtualization","ntzlsb.sys","135500.5","Appflare LLC"
"FSFilter Virtualization","svhdxflt.sys","135100","Microsoft"
"FSFilter Virtualization","luafv.sys","135000","Microsoft"
"FSFilter Virtualization","dcvwscrd.sys","134600.6","Amazon.com, Inc."
"FSFilter Virtualization","dcvwebauthnredirector.sys","134600.4","Amazon.com, Inc."
"FSFilter Virtualization","fcgmf.sys","134500.5","SHP Research, Inc."
"FSFilter Virtualization","ivm.sys","134000","RingCube Technologies"
"FSFilter Virtualization","ivm.sys","133990","Citrix Systems"
"FSFilter Virtualization","RevBitsEPSMF.sys","132730.5","RevBits LLC"
"FSFilter Virtualization","RasRdpFs.sys","132720","Parallels International"
"FSFilter Virtualization","frxdrvvt.sys","132700","FSLogix Inc."
"FSFilter Virtualization","System.Object[]","132600","Pismo Technic Inc."
"FSFilter Virtualization","Stcvhdmf.sys","132600","StorageCraft Tech Corp"
"FSFilter Virtualization","appdrv01.sys","132500","Protection Technology"
"FSFilter Virtualization","virtual_file.sys","132400","Acronis"
"FSFilter Virtualization","pdiFsFilter.sys","132300","Proximal Data Inc."
"FSFilter Virtualization","avgvtx86.sys","132200","AVG Technologies CZ, s.r.o."
"FSFilter Virtualization","avgvtx64.sys","132200","AVG Technologies CZ, s.r.o."
"FSFilter Virtualization","DataNet_Driver.sys","132100","AppSense Ltd"
"FSFilter Virtualization","EgenPage.sys","132000","Egenera, Inc."
"FSFilter Virtualization","unidrive.sys-old","131900","Unidesk"
"FSFilter Virtualization","ivm.sys.old","131800","RingCube Technologies"
"FSFilter Virtualization","XiaobaiFsR.sys","131710","SHENZHEN UNNOO LTD"
"FSFilter Virtualization","XiaobaiFs.sys","131700","SHENZHEN UNNOO LTD"
"FSFilter Virtualization","iotfsflt.sys","131600","IO Turbine Inc"
"FSFilter Virtualization","mhpvfs.sys","131500","Wunix Limited"
